Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating,Risk_Level
28,Non-binary,PhD,Single,103220.0,658.0,31798.0,Home,Employed,16,Poor,0.19519651801136226,232285.0,1.0,Lake Jon,AS,Palestinian Territory,0.0,1,Medio,2
21,Female,High School,Single,48090.0,721.0,27065.0,Personal,Unemployed,11,Poor,0.3974219616644882,211296.0,2.0,South Kathrynview,FL,Equatorial Guinea,0.0,0,Bajo,1
36,Female,Master's,Married,45041.0,744.0,32764.0,Home,Self-employed,19,Fair,0.3510496842369093,284502.0,0.0,Lake David,MT,Georgia,1.0,1,Bajo,1
53,Male,High School,Single,40703.0,779.0,7816.0,Business,Self-employed,11,Excellent,0.4130841943451765,75004.0,2.0,Kristinstad,GA,Jamaica,2.0,1,Bajo,1
42,Non-binary,PhD,Widowed,111875.0,636.0,40531.0,Personal,Self-employed,16,Good,0.21860750851442165,257561.0,2.0,South Timothy,MT,Barbados,4.0,0,Alto,0
60,Non-binary,PhD,Divorced,44507.0,769.0,45198.0,Home,Employed,8,Poor,0.13497060376989875,186454.0,0.0,Stephensside,MT,United States of America,3.0,0,Alto,0
42,Female,Master's,Single,46571.0,794.0,7325.0,Personal,Unemployed,3,Good,0.5824923060946053,283096.0,3.0,Carsonside,PR,Macao,4.0,1,Alto,0
33,Female,Bachelor's,Married,37868.0,718.0,17251.0,Personal,Unemployed,9,Fair,0.35082036974509767,132941.0,4.0,Cookmouth,CA,Vanuatu,2.0,0,Alto,0
51,Female,PhD,Married,91857.0,783.0,48866.0,Auto,Unemployed,5,Fair,0.3169592075937526,179908.0,0.0,Gainesburgh,VA,New Caledonia,1.0,2,Bajo,1
64,Male,Bachelor's,Married,75134.0,772.0,49438.0,Auto,Unemployed,4,Fair,0.4323041251829789,77748.0,2.0,Port Michaelmouth,MN,Saint Vincent and the Grenadines,2.0,2,Bajo,1
32,Female,PhD,Married,53064.0,774.0,10557.0,Business,Unemployed,3,Fair,0.4424419519084939,111649.0,3.0,Stevenbury,VT,Puerto Rico,2.0,0,Bajo,1
38,Non-binary,High School,Widowed,105982.0,756.0,19774.0,Personal,Self-employed,5,Fair,0.12971326177746803,82648.0,2.0,South Jennifer,MI,Bahrain,4.0,2,Alto,0
43,Male,Master's,Widowed,25493.0,765.0,49219.0,Personal,Self-employed,8,Poor,0.3859025645742269,23098.0,1.0,Lake Johnchester,MS,Malaysia,2.0,1,Alto,0
28,Female,Master's,Widowed,20974.0,797.0,21760.0,Personal,Employed,1,Excellent,0.14705565844471633,283282.0,4.0,Kylehaven,AL,Puerto Rico,1.0,0,Alto,0
30,Non-binary,Master's,Married,46866.0,790.0,15506.0,Home,Self-employed,9,Fair,0.3418613201559205,121064.0,2.0,Scottview,WA,Azerbaijan,3.0,0,Alto,0
51,Female,Bachelor's,Divorced,93511.0,610.0,42268.0,Auto,Unemployed,1,Good,0.5529075280243944,98829.0,2.0,South Michael,MS,British Virgin Islands,4.0,1,Alto,0
25,Female,Bachelor's,Divorced,96688.0,690.0,43396.0,Personal,Self-employed,16,Fair,0.4519564322244731,272496.0,3.0,Larrychester,NV,Hungary,1.0,0,Bajo,1
53,Non-binary,PhD,Divorced,86723.0,799.0,37860.0,Home,Unemployed,14,Excellent,0.49460151059754476,31312.0,0.0,Raymondmouth,AL,Senegal,2.0,2,Bajo,1
42,Non-binary,Bachelor's,Single,44536.0,624.0,40600.0,Auto,Employed,6,Fair,0.13827597913837522,213482.0,0.0,Popeland,ND,Fiji,4.0,2,Alto,0
37,Non-binary,High School,Divorced,21799.0,608.0,31722.0,Business,Unemployed,4,Good,0.24202543998120182,265175.0,2.0,North Nicole,CA,Indonesia,3.0,2,Alto,0
29,Female,Master's,Widowed,21431.0,705.0,36311.0,Personal,Employed,0,Good,0.11400105458843815,213998.0,0.0,Wilsonland,IA,Argentina,0.0,0,Alto,0
58,Female,PhD,Single,21611.0,697.0,34161.0,Business,Unemployed,0,Good,0.3676973228768806,101806.0,1.0,Aprilmouth,SD,British Virgin Islands,2.0,0,Alto,0
38,Non-binary,Master's,Widowed,110875.0,724.0,15581.0,Home,Unemployed,15,Fair,0.39275287767437206,65138.0,0.0,North James,TN,Iran,4.0,0,Alto,0
19,Male,High School,Single,27532.0,601.0,39575.0,Business,Self-employed,8,Excellent,0.16111089742552162,84120.0,1.0,Allenhaven,OR,Holy See (Vatican City State),0.0,1,Alto,0
19,Non-binary,Bachelor's,Married,81743.0,775.0,46030.0,Business,Employed,10,Poor,0.5274414517169009,58352.0,1.0,North Robertborough,MI,Kiribati,4.0,1,Alto,0
58,Non-binary,PhD,Single,67143.0,681.0,12350.0,Personal,Employed,15,Good,0.5237100256339289,228086.0,3.0,Lake Angelaland,ND,Ethiopia,1.0,2,Bajo,1
21,Non-binary,PhD,Married,106173.0,677.0,22982.0,Personal,Employed,13,Excellent,0.5404849443625375,203421.0,4.0,Bryanberg,NY,Samoa,2.0,1,Medio,2
47,Non-binary,Master's,Divorced,43022.0,681.0,31618.0,Auto,Self-employed,15,Excellent,0.33292595992165364,286564.0,1.0,East April,NE,Sao Tome and Principe,4.0,0,Alto,0
53,Female,PhD,Married,51566.0,696.0,18771.0,Personal,Self-employed,18,Excellent,0.14614942085446084,25158.0,0.0,Nelsonville,ME,Brazil,3.0,1,Alto,0
45,Female,Master's,Married,108672.0,738.0,44604.0,Auto,Unemployed,12,Good,0.526652950947635,248565.0,3.0,Karenmouth,AZ,United States Minor Outlying Islands,4.0,0,Alto,0
30,Non-binary,PhD,Widowed,81314.0,796.0,35221.0,Home,Self-employed,3,Fair,0.5794206136374653,237047.0,4.0,Port Whitneytown,NC,Morocco,3.0,0,Alto,0
25,Male,High School,Divorced,54833.0,700.0,45428.0,Home,Employed,3,Poor,0.5595164786119882,179008.0,2.0,West Stacieberg,WA,Svalbard & Jan Mayen Islands,0.0,0,Bajo,1
20,Male,Master's,Divorced,23051.0,696.0,20106.0,Personal,Self-employed,14,Fair,0.29636735394023284,228904.0,3.0,New Joannehaven,WY,Sao Tome and Principe,3.0,1,Alto,0
18,Female,Master's,Single,95525.0,745.0,29598.0,Home,Employed,5,Poor,0.3724098081035607,96711.0,0.0,Jennifermouth,WV,India,1.0,2,Bajo,1
65,Female,Bachelor's,Single,77541.0,610.0,24021.0,Home,Employed,19,Fair,0.33546841802030025,155547.0,3.0,Michelleton,AZ,Belarus,4.0,2,Alto,0
67,Non-binary,Master's,Divorced,90270.0,724.0,49617.0,Personal,Self-employed,12,Fair,0.16902845564560462,277690.0,2.0,Port Mark,NH,Papua New Guinea,1.0,2,Bajo,1
29,Male,PhD,Divorced,92402.0,720.0,11693.0,Home,Unemployed,19,Excellent,0.3152326886499055,70795.0,4.0,Stephanieton,VT,Liechtenstein,0.0,2,Bajo,1
20,Female,High School,Widowed,36685.0,626.0,49554.0,Home,Unemployed,7,Poor,0.22776242305152958,72711.0,1.0,Port Michelleberg,MN,Poland,2.0,0,Alto,0
50,Female,Master's,Divorced,75812.0,661.0,27537.0,Home,Self-employed,1,Fair,0.2812050876044264,150056.0,1.0,Villaside,NH,Japan,1.0,0,Medio,2
27,Non-binary,PhD,Married,23223.0,759.0,40509.0,Personal,Employed,16,Excellent,0.1849822100685882,23555.0,1.0,South Miguel,NC,Lao People's Democratic Republic,2.0,0,Alto,0
57,Male,High School,Single,80482.0,603.0,28792.0,Personal,Unemployed,8,Excellent,0.5382769106571472,216045.0,2.0,Rodriguezfurt,TX,Turkey,4.0,1,Alto,0
25,Female,PhD,Married,64400.0,784.0,44104.0,Personal,Unemployed,10,Good,0.39986386329551316,161553.0,1.0,Elizabethland,MS,Niger,3.0,2,Alto,0
21,Male,Master's,Single,94305.0,679.0,27019.0,Home,Unemployed,13,Good,0.24760097199294587,196829.0,1.0,Brittneyshire,PR,Bouvet Island (Bouvetoya),0.0,2,Medio,2
43,Non-binary,Master's,Single,48756.0,660.0,28084.0,Business,Employed,16,Fair,0.20567319974494322,103651.0,4.0,Lake Michael,NH,Indonesia,2.0,1,Medio,2
54,Female,Bachelor's,Widowed,50365.0,710.0,23711.0,Auto,Unemployed,4,Poor,0.2578268159719712,190636.0,0.0,Johnberg,OK,United States Virgin Islands,0.0,1,Bajo,1
58,Female,Master's,Single,66619.0,758.0,17029.0,Business,Self-employed,0,Excellent,0.5705976386897765,243556.0,4.0,Port Nicholas,WV,Luxembourg,4.0,1,Alto,0
61,Female,Bachelor's,Married,68848.0,605.0,43168.0,Home,Employed,2,Fair,0.5364887254499076,107988.0,2.0,Morristown,MA,Seychelles,1.0,2,Medio,2
69,Female,Master's,Single,96407.0,634.0,47626.0,Personal,Employed,11,Fair,0.2824507430130314,230957.0,3.0,Angelaburgh,RI,Taiwan,3.0,1,Alto,0
51,Non-binary,Master's,Married,88748.0,729.0,30660.0,Personal,Self-employed,3,Good,0.5141670655484406,272319.0,1.0,Matthewberg,NC,Guinea-Bissau,4.0,2,Alto,0
44,Female,PhD,Married,117356.0,609.0,8281.0,Auto,Self-employed,7,Fair,0.3879100114372014,166213.0,4.0,East Thomashaven,OH,Cape Verde,1.0,0,Medio,2
43,Non-binary,PhD,Married,28709.0,718.0,22568.0,Personal,Employed,11,Poor,0.3886599151541157,215894.0,3.0,Lake Taylorland,GA,Cyprus,3.0,2,Alto,0
53,Male,Bachelor's,Widowed,117958.0,674.0,17451.0,Personal,Self-employed,2,Fair,0.1417401691208183,126028.0,3.0,South Jasonborough,KY,Micronesia,3.0,1,Alto,0
20,Female,PhD,Married,67922.0,754.0,44730.0,Auto,Employed,2,Good,0.456619940862826,253811.0,3.0,South Brandon,UT,Equatorial Guinea,4.0,0,Alto,0
56,Male,Bachelor's,Married,83059.0,756.0,42332.0,Home,Employed,16,Fair,0.20781187816460625,153365.0,0.0,South Joseph,IA,Bosnia and Herzegovina,1.0,1,Bajo,1
65,Non-binary,Master's,Single,85322.0,730.0,48402.0,Home,Employed,17,Excellent,0.24115133813242287,87389.0,1.0,New Emily,NY,Burkina Faso,2.0,0,Bajo,1
18,Non-binary,High School,Single,44630.0,676.0,32882.0,Business,Self-employed,9,Fair,0.5112062376557771,74457.0,3.0,Port Brian,SD,United States Virgin Islands,1.0,2,Medio,2
43,Male,Bachelor's,Married,20029.0,717.0,23659.0,Business,Unemployed,13,Poor,0.2877729979811148,292405.0,4.0,North Charlesburgh,NY,Botswana,2.0,0,Alto,0
62,Male,High School,Widowed,29039.0,730.0,25326.0,Auto,Self-employed,7,Poor,0.22027457492580685,256933.0,1.0,Port Ryanport,MO,Equatorial Guinea,0.0,0,Alto,0
65,Non-binary,PhD,Divorced,21927.0,726.0,17859.0,Auto,Employed,19,Excellent,0.20573926757176794,132723.0,0.0,New Megan,NJ,Netherlands Antilles,1.0,0,Alto,0
38,Non-binary,PhD,Widowed,38883.0,757.0,23725.0,Home,Employed,15,Excellent,0.10131696078722904,219793.0,4.0,Millerside,FL,Venezuela,2.0,2,Alto,0
24,Female,Master's,Single,30555.0,674.0,16520.0,Business,Self-employed,5,Good,0.43229340288889306,209206.0,0.0,East Lee,WY,Belgium,1.0,0,Alto,0
32,Male,PhD,Married,67553.0,625.0,41178.0,Auto,Unemployed,2,Fair,0.2907492619775698,185996.0,1.0,Lake Brianmouth,TX,Libyan Arab Jamahiriya,4.0,2,Alto,0
23,Male,PhD,Divorced,83862.0,773.0,28902.0,Auto,Employed,4,Good,0.29511165998957745,157925.0,0.0,Pattersontown,TX,Niger,0.0,2,Bajo,1
18,Non-binary,Master's,Widowed,47955.0,628.0,24193.0,Personal,Employed,11,Excellent,0.3820873600991338,128895.0,4.0,Port Vickie,TN,Ecuador,4.0,0,Alto,0
25,Non-binary,Bachelor's,Married,46710.0,654.0,19583.0,Personal,Employed,11,Good,0.46306062564175077,160768.0,3.0,Kingport,MO,Philippines,1.0,0,Medio,2
45,Female,Bachelor's,Single,99267.0,646.0,16024.0,Personal,Self-employed,4,Good,0.3037686156984706,158440.0,0.0,North Tonya,WY,Reunion,2.0,1,Medio,2
26,Female,High School,Single,101006.0,616.0,7136.0,Personal,Self-employed,11,Good,0.39344298317070436,241380.0,1.0,South Jeffreyberg,MT,Eritrea,3.0,0,Alto,0
43,Female,High School,Divorced,99841.0,698.0,39501.0,Auto,Unemployed,18,Poor,0.5500045320295557,175301.0,0.0,Lucasmouth,PR,Azerbaijan,1.0,1,Bajo,1
30,Male,Bachelor's,Widowed,71119.0,673.0,10850.0,Auto,Self-employed,13,Excellent,0.4902386652856767,147880.0,4.0,New David,KY,Heard Island and McDonald Islands,2.0,1,Medio,2
32,Male,Bachelor's,Divorced,109424.0,603.0,10647.0,Personal,Employed,0,Fair,0.43400837234272427,53003.0,0.0,Port Austin,MH,Cambodia,2.0,2,Medio,2
22,Male,Master's,Married,85827.0,704.0,23449.0,Personal,Self-employed,11,Good,0.2995274105364846,155758.0,0.0,East Matthew,CA,Congo,0.0,1,Bajo,1
43,Male,PhD,Divorced,35231.0,608.0,15822.0,Personal,Self-employed,6,Poor,0.5923132064178435,240898.0,0.0,Ortegashire,MP,Hong Kong,0.0,1,Alto,0
56,Female,High School,Widowed,63386.0,691.0,21403.0,Auto,Employed,18,Poor,0.282692819565489,243749.0,3.0,North Christopher,SC,Western Sahara,0.0,2,Bajo,1
31,Female,Bachelor's,Single,112201.0,642.0,11022.0,Auto,Unemployed,14,Good,0.34164602935440946,299348.0,4.0,Yorkfurt,CA,Bangladesh,4.0,2,Alto,0
18,Non-binary,PhD,Divorced,108016.0,675.0,41460.0,Personal,Employed,4,Poor,0.3925834112265094,21655.0,3.0,North David,MO,Saint Barthelemy,0.0,2,Medio,2
22,Female,PhD,Married,99139.0,608.0,27289.0,Business,Employed,15,Good,0.40441435007679083,258999.0,1.0,East Michaelstad,AK,Tokelau,0.0,0,Medio,2
64,Female,Bachelor's,Widowed,108202.0,790.0,36213.0,Business,Self-employed,12,Poor,0.2521115193159593,271402.0,4.0,Port Brad,CO,Puerto Rico,4.0,1,Alto,0
55,Female,Master's,Married,69986.0,621.0,40896.0,Auto,Unemployed,15,Excellent,0.2834601120527235,238702.0,4.0,Port Ashley,CT,Malaysia,2.0,0,Medio,2
30,Non-binary,Bachelor's,Married,99180.0,657.0,33734.0,Personal,Self-employed,7,Fair,0.1855163231218497,138563.0,4.0,Michaelburgh,GA,Lebanon,0.0,2,Medio,2
65,Female,PhD,Single,82325.0,615.0,44170.0,Business,Employed,4,Good,0.22192100903778247,178684.0,3.0,Johnfort,LA,Singapore,2.0,0,Medio,2
54,Non-binary,PhD,Married,72158.0,620.0,16859.0,Home,Self-employed,4,Poor,0.44897226832750536,227486.0,1.0,Shaneborough,GA,South Georgia and the South Sandwich Islands,2.0,0,Medio,2
35,Male,Bachelor's,Divorced,77300.0,600.0,24411.0,Business,Self-employed,16,Good,0.32891819016569634,151091.0,1.0,Bensonville,NE,Ethiopia,4.0,1,Alto,0
39,Male,PhD,Widowed,73270.0,663.0,49121.0,Home,Employed,11,Fair,0.48267743608654223,142814.0,3.0,Hensonland,MP,Bouvet Island (Bouvetoya),2.0,2,Medio,2
62,Non-binary,Master's,Married,103911.0,645.0,46612.0,Personal,Unemployed,11,Poor,0.5835747084384948,223298.0,0.0,Johnsonbury,UT,Seychelles,4.0,0,Alto,0
55,Male,PhD,Married,116185.0,614.0,28778.0,Home,Employed,6,Fair,0.14363599252094075,269440.0,4.0,Port Richard,AZ,Burkina Faso,2.0,2,Medio,2
27,Female,Master's,Single,72703.0,626.0,18541.0,Home,Unemployed,18,Poor,0.2644808723735297,80191.0,2.0,Marshallville,MI,Antigua and Barbuda,2.0,1,Medio,2
44,Non-binary,Master's,Widowed,108023.0,728.0,32933.0,Personal,Unemployed,0,Fair,0.3013390879685848,298863.0,0.0,Smithborough,SC,Switzerland,0.0,2,Bajo,1
66,Male,Master's,Married,57695.0,789.0,18084.0,Personal,Employed,8,Excellent,0.5423210620224045,162216.0,1.0,Port Williamberg,PR,Congo,4.0,1,Alto,0
68,Non-binary,Master's,Married,74211.0,604.0,12045.0,Auto,Self-employed,6,Fair,0.32601162375784,126845.0,1.0,Tonyamouth,WY,Israel,0.0,1,Medio,2
51,Non-binary,Bachelor's,Widowed,44821.0,734.0,21324.0,Home,Unemployed,15,Good,0.37957967172346485,30558.0,3.0,Robinsonton,MT,Turks and Caicos Islands,4.0,0,Alto,0
66,Non-binary,Master's,Single,76132.0,653.0,38411.0,Business,Unemployed,11,Poor,0.534635301997666,60868.0,1.0,Kevintown,SD,Grenada,4.0,2,Alto,0
19,Non-binary,Bachelor's,Widowed,29638.0,723.0,13897.0,Auto,Employed,18,Poor,0.2727150026509455,87579.0,3.0,North Michelle,KS,Armenia,4.0,1,Alto,0
56,Female,High School,Single,31573.0,604.0,36726.0,Personal,Employed,9,Poor,0.36310217092199215,126785.0,4.0,Reynoldsside,VA,Samoa,4.0,1,Alto,0
57,Male,High School,Single,85121.0,662.0,41170.0,Auto,Unemployed,13,Excellent,0.5284810786769384,282303.0,3.0,Port Bryan,ME,Taiwan,0.0,0,Medio,2
43,Non-binary,High School,Single,27450.0,682.0,21621.0,Home,Employed,10,Poor,0.5871848880694303,253348.0,1.0,Johnsonfurt,VT,Guadeloupe,4.0,2,Alto,0
39,Non-binary,High School,Divorced,115559.0,710.0,26229.0,Personal,Employed,6,Poor,0.25846655638386706,250155.0,2.0,South Karenberg,RI,Thailand,4.0,2,Alto,0
35,Male,Master's,Single,29748.0,700.0,35089.0,Business,Unemployed,10,Fair,0.542925090338833,198579.0,2.0,New Ashleyton,KY,United Arab Emirates,2.0,2,Alto,0
44,Female,Master's,Widowed,53368.0,712.0,19923.0,Personal,Employed,0,Fair,0.46049530846175457,292074.0,2.0,North Charleschester,CO,Lebanon,3.0,1,Alto,0
28,Male,Master's,Divorced,39050.0,636.0,5316.0,Home,Self-employed,18,Poor,0.42020311345422945,183824.0,3.0,North Deborah,LA,Cuba,3.0,0,Alto,0
34,Female,Bachelor's,Widowed,60751.0,615.0,22186.0,Home,Employed,5,Fair,0.19428672447690573,134406.0,3.0,Michaelberg,MA,Malta,2.0,2,Medio,2
62,Male,PhD,Divorced,61394.0,753.0,41949.0,Auto,Unemployed,15,Excellent,0.5953476572682146,123158.0,3.0,East Jason,HI,South Georgia and the South Sandwich Islands,3.0,2,Alto,0
22,Female,High School,Divorced,117125.0,755.0,49088.0,Business,Self-employed,5,Excellent,0.5735552169376577,292327.0,1.0,Laurenberg,AR,Afghanistan,0.0,2,Bajo,1
58,Non-binary,Master's,Single,56201.0,655.0,30465.0,Home,Employed,0,Good,0.2358205857834579,194493.0,4.0,Hernandezton,KY,Nicaragua,4.0,2,Alto,0
28,Non-binary,High School,Married,50267.0,736.0,47386.0,Business,Self-employed,5,Excellent,0.12991889804982223,164533.0,4.0,Heathfurt,IA,Cote d'Ivoire,2.0,1,Bajo,1
69,Male,High School,Single,87957.0,609.0,6412.0,Personal,Self-employed,0,Fair,0.34825019414713043,158832.0,4.0,Tammybury,NE,New Caledonia,4.0,0,Alto,0
25,Female,High School,Widowed,107211.0,757.0,13448.0,Business,Employed,3,Good,0.49332725492973406,146491.0,4.0,Loriberg,ME,Hungary,4.0,1,Alto,0
66,Female,PhD,Divorced,66281.0,631.0,31098.0,Auto,Unemployed,12,Poor,0.33010723126188746,221213.0,2.0,Port Ashleystad,MT,Eritrea,0.0,2,Medio,2
43,Male,Master's,Divorced,111861.0,704.0,11025.0,Auto,Self-employed,4,Poor,0.49224380667533596,239435.0,3.0,Gregville,OH,Tanzania,0.0,0,Bajo,1
38,Female,Bachelor's,Widowed,32685.0,638.0,18065.0,Personal,Self-employed,1,Poor,0.47918385402926733,133403.0,0.0,Patelhaven,MI,Tajikistan,2.0,1,Alto,0
30,Non-binary,Master's,Single,85046.0,754.0,45423.0,Home,Employed,6,Fair,0.5231319390691049,200582.0,3.0,Hendersonborough,TN,Mayotte,1.0,1,Bajo,1
21,Male,High School,Widowed,102948.0,689.0,29618.0,Personal,Unemployed,5,Good,0.4189049922428898,236414.0,4.0,Baileymouth,AK,Gabon,3.0,0,Alto,0
37,Non-binary,Bachelor's,Single,71268.0,757.0,10891.0,Home,Employed,16,Good,0.4002642398556885,197411.0,4.0,Port Barbarahaven,TX,Fiji,4.0,2,Alto,0
34,Female,High School,Married,55546.0,750.0,7624.0,Personal,Self-employed,18,Excellent,0.35801258975559713,47041.0,2.0,New Riley,MI,Albania,0.0,1,Bajo,1
33,Male,Master's,Married,71560.0,617.0,24004.0,Business,Unemployed,8,Good,0.2008620695086026,68440.0,2.0,New Cassandra,MH,Haiti,3.0,1,Alto,0
38,Female,Master's,Single,73219.0,620.0,39092.0,Business,Employed,10,Poor,0.5075552137730915,69709.0,0.0,Staffordshire,GU,French Polynesia,1.0,1,Medio,2
47,Female,Bachelor's,Widowed,43545.0,653.0,6955.0,Home,Employed,15,Excellent,0.5952007840783188,255048.0,1.0,West Christopher,UT,Senegal,1.0,0,Medio,2
26,Female,PhD,Divorced,105683.0,726.0,12375.0,Business,Unemployed,19,Excellent,0.33768122268865775,206386.0,1.0,West Frankfort,CO,Thailand,3.0,1,Alto,0
19,Non-binary,Bachelor's,Widowed,87115.0,648.0,48925.0,Auto,Employed,4,Good,0.42840982369301983,84501.0,1.0,North Robert,NC,Bosnia and Herzegovina,1.0,0,Medio,2
27,Male,High School,Married,109096.0,621.0,40446.0,Auto,Employed,18,Poor,0.20819534095769884,104485.0,0.0,Teresahaven,LA,Suriname,3.0,1,Alto,0
30,Non-binary,Master's,Married,106545.0,779.0,14862.0,Personal,Employed,2,Good,0.3728113352397121,236604.0,2.0,West Anthonyview,NM,Bulgaria,4.0,2,Alto,0
54,Female,High School,Divorced,55169.0,766.0,47949.0,Personal,Employed,11,Good,0.1358983297836788,232975.0,4.0,Cherrychester,GU,Australia,0.0,0,Bajo,1
41,Non-binary,Bachelor's,Divorced,76880.0,766.0,17134.0,Business,Employed,9,Good,0.3417714266532411,151138.0,0.0,East Chad,ID,Moldova,4.0,0,Alto,0
53,Male,Bachelor's,Divorced,118410.0,713.0,5387.0,Personal,Employed,11,Excellent,0.2695357149250517,200843.0,0.0,Brownbury,AK,Paraguay,1.0,2,Bajo,1
68,Female,Master's,Single,80477.0,630.0,17459.0,Personal,Unemployed,6,Good,0.37672886740079536,249023.0,2.0,Wrightbury,NE,Lebanon,0.0,2,Medio,2
35,Female,PhD,Widowed,68505.0,698.0,41469.0,Business,Employed,9,Fair,0.4307533974973403,218693.0,4.0,Hernandezport,MI,Mauritania,1.0,2,Bajo,1
31,Non-binary,Master's,Widowed,85126.0,758.0,47582.0,Business,Self-employed,0,Fair,0.11188212087280378,139127.0,3.0,New Tara,UT,Monaco,3.0,1,Alto,0
39,Non-binary,Master's,Single,69954.0,737.0,45417.0,Business,Unemployed,2,Good,0.2422165884611762,140211.0,2.0,Phillipsville,DC,United States Virgin Islands,1.0,1,Bajo,1
38,Male,Bachelor's,Widowed,106743.0,776.0,13904.0,Home,Employed,15,Poor,0.18119857505318757,223465.0,0.0,Erinburgh,LA,Anguilla,2.0,1,Bajo,1
58,Male,Bachelor's,Married,20111.0,617.0,47649.0,Auto,Self-employed,9,Fair,0.5983953494830264,82631.0,4.0,Matthewville,CA,Aruba,3.0,0,Alto,0
57,Female,Bachelor's,Divorced,37667.0,667.0,6168.0,Home,Unemployed,15,Excellent,0.4617868990637697,258584.0,3.0,Hughesland,ND,United States of America,1.0,0,Alto,0
47,Non-binary,PhD,Widowed,106379.0,643.0,13058.0,Business,Employed,3,Good,0.4466060104145091,281921.0,1.0,Nicholasville,IL,Croatia,0.0,1,Medio,2
55,Male,Master's,Single,83537.0,794.0,49471.0,Auto,Self-employed,3,Excellent,0.4571850650330044,189491.0,1.0,West Krista,CO,Jordan,3.0,1,Alto,0
69,Male,Master's,Divorced,103790.0,606.0,7569.0,Personal,Unemployed,7,Poor,0.44570973728296115,167752.0,0.0,Christieberg,AK,Gabon,2.0,2,Medio,2
20,Non-binary,PhD,Divorced,58886.0,634.0,29467.0,Business,Self-employed,9,Excellent,0.4190134727546766,237500.0,2.0,Howardmouth,DE,Austria,1.0,1,Medio,2
38,Non-binary,PhD,Widowed,116134.0,673.0,38012.0,Business,Unemployed,1,Fair,0.31751873152607446,163283.0,4.0,Hesschester,NE,Tajikistan,0.0,1,Medio,2
55,Non-binary,PhD,Married,85428.0,686.0,46494.0,Auto,Employed,11,Excellent,0.5338952977192933,289350.0,0.0,New Kevin,ND,Barbados,0.0,2,Bajo,1
58,Non-binary,High School,Divorced,79263.0,663.0,35453.0,Home,Self-employed,13,Good,0.3077836356451332,184397.0,1.0,Wesleyberg,MS,Saint Kitts and Nevis,4.0,2,Alto,0
37,Male,Master's,Divorced,102627.0,726.0,5742.0,Home,Self-employed,19,Excellent,0.24337138619237278,127341.0,0.0,Lake Christophermouth,AS,South Africa,0.0,1,Bajo,1
44,Female,Master's,Widowed,20020.0,755.0,25931.0,Home,Unemployed,13,Good,0.11854005135335557,220578.0,3.0,Lopezborough,AS,Latvia,3.0,2,Alto,0
36,Male,Master's,Married,60376.0,717.0,46259.0,Home,Employed,14,Poor,0.12432519599834133,171529.0,3.0,Berryburgh,PR,New Zealand,2.0,2,Bajo,1
45,Non-binary,PhD,Married,62680.0,602.0,27567.0,Personal,Self-employed,17,Excellent,0.10547218065741135,167936.0,2.0,South William,IN,Solomon Islands,3.0,2,Alto,0
51,Female,Master's,Divorced,118376.0,655.0,37116.0,Business,Self-employed,14,Excellent,0.4929809435297481,30255.0,4.0,Lake Matthewmouth,NY,Maldives,3.0,1,Alto,0
49,Female,High School,Divorced,85296.0,763.0,46321.0,Auto,Unemployed,18,Poor,0.4251836245767301,159893.0,3.0,Farmerton,PR,Lao People's Democratic Republic,0.0,0,Bajo,1
64,Male,PhD,Widowed,80887.0,621.0,42590.0,Auto,Self-employed,16,Fair,0.16294471703001448,124775.0,0.0,Lake Lauren,RI,Faroe Islands,2.0,1,Medio,2
61,Male,PhD,Married,27983.0,618.0,14960.0,Auto,Employed,15,Good,0.5986358926072394,98494.0,4.0,Veronicafurt,OR,Grenada,2.0,1,Alto,0
60,Female,High School,Divorced,110568.0,677.0,38622.0,Home,Unemployed,7,Good,0.10234292703922268,193024.0,4.0,Port Deborahton,AR,Bouvet Island (Bouvetoya),0.0,1,Medio,2
47,Non-binary,PhD,Single,41383.0,716.0,24634.0,Home,Self-employed,4,Good,0.39562552766438275,261407.0,0.0,Lake Diana,LA,Botswana,3.0,1,Alto,0
51,Female,Master's,Divorced,95756.0,779.0,5418.0,Personal,Unemployed,14,Fair,0.10482609964692682,231321.0,1.0,Port Jennifer,TX,Christmas Island,2.0,0,Bajo,1
31,Female,Master's,Single,102895.0,626.0,12628.0,Personal,Unemployed,6,Excellent,0.11749403254035548,138061.0,0.0,Kennethberg,UT,Saint Kitts and Nevis,1.0,0,Medio,2
66,Non-binary,Master's,Married,42796.0,643.0,45372.0,Home,Unemployed,8,Poor,0.39850737535093017,106770.0,2.0,West Aprilbury,RI,Svalbard & Jan Mayen Islands,0.0,2,Medio,2
43,Male,Master's,Divorced,43908.0,663.0,7342.0,Auto,Unemployed,15,Excellent,0.20152361309272257,129290.0,1.0,Rodriguezchester,AL,Pitcairn Islands,3.0,1,Alto,0
39,Female,PhD,Divorced,99781.0,605.0,13283.0,Business,Employed,1,Poor,0.26822311488633865,49282.0,2.0,Newtonchester,SC,Mauritius,4.0,0,Alto,0
28,Male,High School,Married,113278.0,708.0,17209.0,Auto,Unemployed,7,Good,0.43751035950014316,232664.0,2.0,Sandramouth,DC,Heard Island and McDonald Islands,0.0,0,Bajo,1
